Datum,Zeitpunkt,Haus,Bedachung,Pflanzen-Nr,Veredelung ,Salzstress,Trieblänge,Anzahl_Blätter,Anzahl_Blütenstände,Anzahl_grüne_Früchte,Anzahl_rote_Früchte,Anzahl_Blütenendfäule,Anzahl_geerntete_Früchte,Gewicht_Trieb,Gewicht_Blätter,Gewicht_grüne_Früchte,Gewicht_rote_Früchte,Gewicht_Blütenendfäule
10/29/2018,7,2,Solarglas,20,ohne,ohne,138,24,6,15,2,3,2,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,21,mit,ohne,133,25,6,21,1,5,1,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,22,mit,ohne,159,24,7,20,0,1,0,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,23,mit,ohne,152,25,6,20,2,6,0,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,24,mit,ohne,145,23,6,23,0,1,0,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,25,mit,mit,119,25,6,18,1,2,3,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,26,mit,mit,123,25,5,10,1,7,1,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,27,mit,mit,144,26,7,16,2,5,1,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,28,mit,mit,132,23,5,21,6,3,1,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,29,ohne,mit,112,21,5,8,3,5,3,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,30,ohne,mit,114,22,4,8,4,2,0,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,31,ohne,mit,157,26,7,32,1,1,0,NA,NA,NA,NA,NA
10/29/2018,7,2,Solarglas,32,ohne,mit,135,23,5,20,0,1,0,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,33,ohne,ohne,150,26,5,21,0,9,4,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,34,ohne,ohne,150,24,5,23,0,5,1,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,35,ohne,ohne,127,22,5,29,1,5,1,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,36,ohne,ohne,152,23,6,25,2,14,5,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,37,mit,ohne,134,25,4,17,2,6,3,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,38,mit,ohne,99,15,4,13,2,3,1,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,39,mit,ohne,137,24,4,17,1,9,4,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,40,mit,ohne,114,19,36,23,0,13,8,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,41,mit,mit,136,24,5,17,2,10,0,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,42,mit,mit,133,23,6,21,5,8,0,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,43,mit,mit,127,23,5,15,2,4,0,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,44,mit,mit,126,22,6,14,0,16,0,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,45,ohne,mit,106,21,5,11,1,7,0,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,46,ohne,mit,113,19,5,8,0,3,0,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,47,ohne,mit,102,20,4,8,0,3,0,NA,NA,NA,NA,NA
10/29/2018,7,3,ETFE-Folie,48,ohne,mit,120,23,5,19,0,6,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,49,ohne,ohne,160,28,6,36,1,5,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,50,ohne,ohne,148,29,7,29,3,2,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,51,ohne,ohne,155,25,6,26,8,0,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,52,ohne,ohne,142,24,6,33,6,2,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,53,mit,ohne,146,23,4,16,4,3,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,54,mit,ohne,151,27,6,25,7,0,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,55,mit,ohne,100,18,4,18,7,1,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,56,mit,ohne,138,21,5,22,0,4,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,57,mit,mit,85,16,2,14,2,10,10,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,58,mit,mit,131,22,6,18,5,5,5,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,59,mit,mit,110,22,6,16,4,4,5,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,60,mit,mit,90,19,5,11,0,17,8,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,61,ohne,mit,103,18,4,7,2,7,8,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,62,ohne,mit,125,23,6,17,0,5,2,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,63,ohne,mit,116,22,5,5,0,3,0,NA,NA,NA,NA,NA
10/29/2018,7,4,Floatglas,64,ohne,mit,104,21,4,8,0,6,4,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,65,ohne,ohne,139,24,5,22,2,8,7,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,66,ohne,ohne,141,23,6,23,4,0,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,67,ohne,ohne,136,26,6,35,0,9,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,68,ohne,ohne,144,26,6,27,2,0,1,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,69,mit,ohne,146,25,5,26,1,11,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,70,mit,ohne,160,25,6,18,0,13,2,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,71,mit,ohne,139,23,4,25,0,9,1,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,72,mit,ohne,143,24,6,18,0,7,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,73,mit,mit,117,30,6,15,1,9,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,74,mit,mit,109,24,5,10,3,8,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,75,mit,mit,119,28,6,19,3,8,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,76,mit,mit,81,18,4,16,5,5,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,77,ohne,mit,92,22,4,13,0,10,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,78,ohne,mit,93,20,4,6,0,7,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,79,ohne,mit,100,20,3,8,2,5,0,NA,NA,NA,NA,NA
10/29/2018,7,5,Solarglas,80,ohne,mit,105,22,5,12,2,6,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,81,ohne,ohne,153,26,6,31,1,3,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,82,ohne,ohne,147,26,6,25,3,2,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,83,ohne,ohne,156,25,7,31,5,8,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,84,ohne,ohne,141,25,5,24,1,1,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,85,mit,ohne,136,28,4,20,6,9,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,86,mit,ohne,148,24,5,19,0,1,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,87,mit,ohne,146,24,5,11,9,10,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,88,mit,ohne,147,24,6,22,5,9,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,89,mit,mit,112,21,5,4,7,1,6,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,90,mit,mit,100,19,4,1,5,4,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,91,mit,mit,110,19,5,5,7,5,1,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,92,mit,mit,99,20,3,3,8,5,0,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,93,ohne,mit,119,22,4,10,9,9,3,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,94,ohne,mit,106,21,5,9,6,7,2,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,95,ohne,mit,124,22,5,9,7,6,1,NA,NA,NA,NA,NA
10/29/2018,7,6,ETFE-Folie,96,ohne,mit,117,21,5,7,5,5,1,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,1,ohne,ohne,153,27,7,35,6,6,3,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,2,ohne,ohne,153,28,7,18,1,12,9,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,3,ohne,ohne,152,26,6,25,6,2,0,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,4,ohne,ohne,170,25,6,22,6,5,5,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,5,mit,ohne,151,27,7,21,3,9,1,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,6,mit,ohne,153,27,6,22,8,13,1,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,7,mit,ohne,148,27,6,21,6,11,1,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,8,mit,ohne,151,28,6,24,6,16,7,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,9,mit,mit,150,24,7,26,10,7,9,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,10,mit,mit,148,24,6,16,6,3,0,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,11,mit,mit,158,27,7,16,9,7,0,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,12,mit,mit,155,25,8,22,6,5,0,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,13,ohne,mit,146,25,7,14,4,4,0,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,14,ohne,mit,137,27,7,27,6,6,0,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,15,ohne,mit,150,24,6,26,4,3,0,NA,NA,NA,NA,NA
11/5/2018,8,1,Floatglas,16,ohne,mit,170,28,8,33,11,12,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,17,ohne,ohne,154,27,6,33,6,0,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,18,ohne,ohne,158,26,7,28,1,2,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,19,ohne,ohne,171,31,8,40,4,1,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,20,ohne,ohne,154,26,6,22,5,1,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,21,mit,ohne,143,29,7,25,1,9,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,22,mit,ohne,169,26,7,27,2,11,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,23,mit,ohne,166,25,8,26,4,8,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,24,mit,ohne,157,27,7,35,4,10,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,25,mit,mit,128,26,7,26,3,0,1,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,26,mit,mit,136,27,6,18,6,4,3,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,27,mit,mit,155,29,7,26,9,8,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,28,mit,mit,146,27,6,21,6,5,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,29,ohne,mit,104,24,4,10,4,4,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,30,ohne,mit,115,22,4,8,6,6,0,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,31,ohne,mit,161,30,8,42,4,0,4,NA,NA,NA,NA,NA
11/5/2018,8,2,Solarglas,32,ohne,mit,139,25,6,28,13,10,3,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,33,ohne,ohne,166,29,7,28,8,10,5,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,34,ohne,ohne,169,26,8,36,7,8,3,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,35,ohne,ohne,128,20,5,39,10,8,1,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,36,ohne,ohne,167,29,8,39,10,7,4,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,37,mit,ohne,151,28,5,30,14,16,3,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,38,mit,ohne,108,17,2,18,10,10,1,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,39,mit,ohne,165,25,6,35,9,13,4,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,40,mit,ohne,140,21,4,26,10,9,0,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,41,mit,mit,154,26,6,26,4,5,0,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,42,mit,mit,148,27,8,25,8,9,0,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,43,mit,mit,144,29,6,29,10,7,0,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,44,mit,mit,149,28,7,24,3,0,0,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,45,ohne,mit,119,22,4,14,3,0,0,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,46,ohne,mit,118,25,2,8,4,5,0,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,47,ohne,mit,112,22,4,21,10,8,0,NA,NA,NA,NA,NA
11/5/2018,8,3,ETFE-Folie,48,ohne,mit,136,29,5,27,8,9,0,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,49,ohne,ohne,166,29,7,26,1,3,0,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,50,ohne,ohne,159,30,7,28,2,5,0,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,51,ohne,ohne,175,27,7,36,3,7,0,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,52,ohne,ohne,153,26,7,37,3,5,0,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,53,mit,ohne,157,26,5,17,0,17,1,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,54,mit,ohne,165,26,7,40,1,10,0,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,55,mit,ohne,100,16,3,30,0,9,0,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,56,mit,ohne,148,25,7,31,3,9,0,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,57,mit,mit,89,15,2,20,4,5,5,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,58,mit,mit,144,12,6,34,5,9,6,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,59,mit,mit,124,23,7,21,3,6,7,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,60,mit,mit,94,18,4,21,3,0,2,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,61,ohne,mit,105,22,5,8,3,1,3,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,62,ohne,mit,140,25,7,26,0,5,4,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,63,ohne,mit,124,25,6,12,4,10,7,NA,NA,NA,NA,NA
11/5/2018,8,4,Floatglas,64,ohne,mit,104,24,4,7,3,8,7,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,65,ohne,ohne,144,24,7,19,15,11,5,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,66,ohne,ohne,148,27,6,23,5,6,2,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,67,ohne,ohne,142,27,7,29,15,10,9,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,68,ohne,ohne,155,25,7,27,13,11,5,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,69,mit,ohne,155,26,7,27,4,6,2,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,70,mit,ohne,160,26,7,25,11,11,9,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,71,mit,ohne,126,23,6,23,11,9,1,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,72,mit,ohne,150,21,8,22,5,5,0,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,73,mit,mit,114,28,6,15,3,2,0,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,74,mit,mit,102,17,4,8,3,2,0,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,75,mit,mit,119,23,6,11,7,10,0,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,76,mit,mit,81,14,4,12,8,7,0,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,77,ohne,mit,83,20,3,8,13,8,0,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,78,ohne,mit,91,16,4,7,10,12,0,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,79,ohne,mit,94,18,3,5,5,5,0,NA,NA,NA,NA,NA
11/5/2018,8,5,Solarglas,80,ohne,mit,106,16,4,11,7,8,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,81,ohne,ohne,165,26,7,28,2,10,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,82,ohne,ohne,167,27,6,24,0,9,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,83,ohne,ohne,170,26,6,30,4,3,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,84,ohne,ohne,154,26,5,32,4,6,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,85,mit,ohne,148,25,4,16,0,5,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,86,mit,ohne,158,25,6,19,1,2,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,87,mit,ohne,157,25,7,18,0,10,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,88,mit,ohne,154,26,6,22,0,7,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,89,mit,mit,119,22,5,6,1,4,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,90,mit,mit,99,20,3,2,1,2,0,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,91,mit,mit,110,20,5,4,0,7,5,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,92,mit,mit,101,18,3,5,2,4,3,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,93,ohne,mit,116,21,4,5,4,4,5,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,94,ohne,mit,110,22,5,10,2,8,2,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,95,ohne,mit,124,21,4,4,0,3,3,NA,NA,NA,NA,NA
11/5/2018,8,6,ETFE-Folie,96,ohne,mit,117,22,5,6,1,2,7,NA,NA,NA,NA,NA
11/12/2018,9,1,Floatglas,1,ohne,ohne,168,30,6,43,0,0,0,388,1365,701,0,0
11/12/2018,9,1,Floatglas,3,ohne,ohne,163,29,6,34,0,0,0,362,1090,463,0,0
11/12/2018,9,1,Floatglas,5,mit,ohne,174,26,9,24,0,0,0,356,1211,395,0,0
11/12/2018,9,1,Floatglas,7,mit,ohne,159,27,8,26,0,0,0,378,1297,584,0,0
11/12/2018,9,1,Floatglas,9,mit,mit,166,28,8,29,0,2,0,361,1212,597,0,122
11/12/2018,9,1,Floatglas,11,mit,mit,178,28,7,22,0,0,0,407,1473,360,0,0
11/12/2018,9,1,Floatglas,13,ohne,mit,167,27,6,25,0,0,0,337,1159,350,0,0
11/12/2018,9,1,Floatglas,15,ohne,mit,160,26,6,34,0,0,0,287,1076,401,0,0
11/12/2018,9,2,Solarglas,17,ohne,ohne,170,32,7,34,0,0,0,397,1364,768,0,0
11/12/2018,9,2,Solarglas,19,ohne,ohne,179,33,9,42,0,0,0,464,1372,964,0,0
11/12/2018,9,2,Solarglas,29,ohne,mit,105,24,5,10,0,1,0,161,344,152,0,28
11/12/2018,9,2,Solarglas,31,ohne,mit,176,31,8,45,0,0,0,486,1439,766,0,0
11/12/2018,9,4,Floatglas,49,ohne,ohne,184,29,9,47,0,1,0,410,1438,1014,0,64
11/12/2018,9,4,Floatglas,51,ohne,ohne,174,32,7,45,0,0,0,521,1458,840,0,0
11/12/2018,9,4,Floatglas,53,mit,ohne,170,31,6,22,0,2,0,473,1783,441,0,72
11/12/2018,9,4,Floatglas,55,mit,ohne,100,18,3,31,0,0,0,307,1353,769,0,0
11/12/2018,9,5,Solarglas,65,ohne,ohne,166.5,27,7,26,0,1,0,368,1222,545,0,49
11/12/2018,9,5,Solarglas,67,ohne,ohne,162,29,7,36,0,0,0,381,1461,960,0,0
11/12/2018,9,5,Solarglas,77,ohne,mit,97,16,5,11,0,0,0,121,395,141,0,0
11/12/2018,9,5,Solarglas,79,ohne,mit,107,24,4,8,1,0,0,125,329,79,84,0
11/12/2018,9,6,ETFE-Folie,81,ohne,ohne,170,29,8,44,0,0,0,399,1216,986,0,0
11/12/2018,9,6,ETFE-Folie,83,ohne,ohne,180,29,9,48,0,0,0,403,1288,992,0,0
11/12/2018,9,6,ETFE-Folie,93,ohne,mit,112,22,4,10,0,0,0,116,193,64,0,0
11/12/2018,9,6,ETFE-Folie,95,ohne,mit,124,22,5,9,2,0,0,163,380,25,123,0
11/19/2018,10,1,Floatglas,2,ohne,ohne,179,36,9,36,0,0,0,367,1299,725,0,0
11/19/2018,10,1,Floatglas,4,ohne,ohne,196,32,7,50,0,0,0,402,1220,822,0,0
11/19/2018,10,1,Floatglas,6,mit,ohne,185,30,8,30,0,1,0,430,1318,763,0,84
11/19/2018,10,1,Floatglas,8,mit,ohne,178,33,8,42,0,0,0,414,1511,900,0,37
11/19/2018,10,1,Floatglas,10,mit,mit,173,33,6,26,0,0,0,386,1204,591,0,0
11/19/2018,10,1,Floatglas,12,mit,mit,179,31,9,28,0,0,0,369,1171,647,0,0
11/19/2018,10,1,Floatglas,14,ohne,mit,154,27,6,34,1,0,0,264,820,673,61,0
11/19/2018,10,1,Floatglas,16,ohne,mit,186,27,9,41,0,2,0,341,1061,802,0,53
11/19/2018,10,2,Solarglas,18,ohne,ohne,179,31,19,35,0,0,0,579,1484,783,0,0
11/19/2018,10,2,Solarglas,20,ohne,ohne,167,21,8,27,0,2,0,365,1267,845,0,100
11/19/2018,10,2,Solarglas,21,mit,ohne,167,32,9,29,0,0,0,380,1319,799,0,0
11/19/2018,10,2,Solarglas,22,mit,ohne,192,31,8,37,0,0,0,463,1461,807,0,0
11/19/2018,10,2,Solarglas,23,mit,ohne,188,33,8,35,0,0,0,486,1597,795,0,0
11/19/2018,10,2,Solarglas,24,mit,ohne,173,32,8,54,0,0,0,518,1560,1138,0,0
11/19/2018,10,2,Solarglas,25,mit,mit,152,33,8,39,2,6,0,343,1240,576,59,126
11/19/2018,10,2,Solarglas,26,mit,mit,148,31,7,32,0,0,0,386,1430,536,0,0
11/19/2018,10,2,Solarglas,27,mit,mit,176,32,9,31,0,0,0,428,1418,762,0,0
11/19/2018,10,2,Solarglas,28,mit,mit,160,31,8,34,0,0,0,399,1368,965,0,0
11/19/2018,10,2,Solarglas,30,ohne,mit,124,27,6,17,2,0,0,247,778,204,93,0
11/19/2018,10,2,Solarglas,32,ohne,mit,150,28,7,19,9,6,0,313,1100,346,133,131
11/19/2018,10,3,ETFE-Folie,34,ohne,ohne,181,32,8,40,0,4,0,466,1462,739,0,159
11/19/2018,10,3,ETFE-Folie,36,ohne,ohne,186,32,8,58,0,0,0,493,1564,1083,0,0
11/19/2018,10,3,ETFE-Folie,37,mit,ohne,168,32,9,41,0,0,0,434,1665,1027,0,0
11/19/2018,10,3,ETFE-Folie,38,mit,ohne,103,15,5,19,0,0,0,221,1062,612,0,0
11/19/2018,10,3,ETFE-Folie,39,mit,ohne,177,33,6,43,0,0,0,461,1405,1020,0,0
11/19/2018,10,3,ETFE-Folie,40,mit,ohne,150,25,8,38,0,0,0,315,1434,1041,0,0
11/19/2018,10,3,ETFE-Folie,41,mit,mit,182,28,9,45,0,5,0,407,1337,1115,0,5
11/19/2018,10,3,ETFE-Folie,42,mit,mit,173,26,6,35,0,2,0,439,1317,692,0,2
11/19/2018,10,3,ETFE-Folie,43,mit,mit,164,27,7,37,0,2,0,329,1018,580,0,0
11/19/2018,10,3,ETFE-Folie,44,mit,mit,161,29,9,32,0,1,0,429,1298,640,0,61
11/19/2018,10,3,ETFE-Folie,46,ohne,mit,137,16,3,8,3,0,0,0,0,125,153,0
11/19/2018,10,3,ETFE-Folie,47,ohne,mit,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018,10,3,ETFE-Folie,48,ohne,mit,137,26,7,36,2,0,0,301,904,688,37,0
11/19/2018,10,4,Floatglas,49,ohne,ohne,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018,10,4,Floatglas,50,ohne,ohne,179,32,10,47,3,0,0,414,1388,1045,270,0
11/19/2018,10,4,Floatglas,51,ohne,ohne,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018,10,4,Floatglas,52,ohne,ohne,168,27,9,51,3,3,0,481,1237,1014,167,71
11/19/2018,10,4,Floatglas,53,mit,ohne,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018,10,4,Floatglas,54,mit,ohne,181,26,8,49,0,0,0,461,1520,1108,0,0
11/19/2018,10,4,Floatglas,55,mit,ohne,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2018,10,4,Floatglas,56,mit,ohne,177,28,8,51,0,1,0,435,1376,1222,86,0
11/19/2018,10,4,Floatglas,57,mit,mit,80,16,2,17,0,5,0,299,1747,468,0,221
11/19/2018,10,4,Floatglas,58,mit,mit,160,27,8,41,0,0,0,390,1279,870,0,0
11/19/2018,10,4,Floatglas,59,mit,mit,128,21,7,30,1,3,0,308,1033,522,0,77
11/19/2018,10,4,Floatglas,60,mit,mit,93,17,4,35,0,1,0,309,1218,816,0,0
11/19/2018,10,4,Floatglas,61,ohne,mit,106,18,4,25,0,1,0,177,513,376,0,42
11/19/2018,10,4,Floatglas,62,ohne,mit,141,28,8,37,0,2,0,314,1109,570,0,62
11/19/2018,10,4,Floatglas,63,ohne,mit,139,24,6,15,0,1,0,269,1018,272,0,44
11/19/2018,10,4,Floatglas,64,ohne,mit,105,17,5,9,2,0,0,167,532,118,96,0
11/19/2018,10,5,Solarglas,66,ohne,ohne,169,27,6,38,0,0,0,429,1265,1024,0,0
11/19/2018,10,5,Solarglas,68,ohne,ohne,179,27,8,44,0,0,0,466,1281,1203,0,0
11/19/2018,10,5,Solarglas,69,mit,ohne,185,26,6,45,0,0,0,424,1459,1132,0,0
11/19/2018,10,5,Solarglas,70,mit,ohne,191,31,8,49,0,0,0,423,1506,1113,0,107
11/19/2018,10,5,Solarglas,71,mit,ohne,127,22,5,53,0,1,0,432,1097,990,0,0
11/19/2018,10,5,Solarglas,72,mit,ohne,175,25,7,45,0,0,0,368,1327,1049,0,70
