Datum,Zeitpunkt,Haus,Bedachung,Pflanzen-Nr,Veredelung ,Salzstress,Trieblänge,Anzahl_Blätter,Anzahl_Blütenstände,Anzahl_grüne_Früchte,Anzahl_rote_Früchte,Anzahl_Blütenendfäule,Anzahl_geerntete_Früchte,Gewicht_Trieb,Gewicht_Blätter,Gewicht_grüne_Früchte,Gewicht_rote_Früchte,Gewicht_Blütenendfäule
11/19/2018,10,5,Solarglas,73,mit,mit,120,26,6,38,0,0,0,235,680,623,0,0
11/19/2018,10,5,Solarglas,74,mit,mit,114,20,4,26,0,1,0,293,1017,431,0,56
11/19/2018,10,5,Solarglas,75,mit,mit,120,24,7,29,0,2,0,235,788,443,0,116
11/19/2018,10,5,Solarglas,76,mit,mit,85,13,4,24,0,4,0,230,1032,419,0,130
11/19/2018,10,5,Solarglas,78,ohne,mit,107,17,5,18,0,0,0,185,734,301,0,0
11/19/2018,10,5,Solarglas,80,ohne,mit,106,21,5,16,1,1,0,126,412,223,26,38
11/19/2018,10,6,ETFE-Folie,82,ohne,ohne,190,28,7,44,0,0,0,439,1423,1105,0,0
11/19/2018,10,6,ETFE-Folie,84,ohne,ohne,175,28,6,49,5,0,0,394,1338,1165,312,0
11/19/2018,10,6,ETFE-Folie,85,mit,ohne,165,30,6,24,0,0,0,296,600,981,0,0
11/19/2018,10,6,ETFE-Folie,86,mit,ohne,181,31,8,54,0,2,0,495,1607,800,0,0
11/19/2018,10,6,ETFE-Folie,87,mit,ohne,159,21,6,40,0,0,0,400,1435,880,0,0
11/19/2018,10,6,ETFE-Folie,88,mit,ohne,172,26,7,54,3,1,0,500,1514,1052,133,0
11/19/2018,10,6,ETFE-Folie,89,mit,mit,104,27,4,27,0,2,0,201,497,136,0,0
11/19/2018,10,6,ETFE-Folie,90,mit,mit,105,23,4,2,0,0,0,191,388,55,0,0
11/19/2018,10,6,ETFE-Folie,91,mit,mit,112,22,5,12,0,0,0,197,431,121,0,0
11/19/2018,10,6,ETFE-Folie,92,mit,mit,114,24,5,11,0,2,0,191,512,113,0,0
11/19/2018,10,6,ETFE-Folie,94,ohne,mit,117,21,5,20,0,0,0,193,835,365,0,0
11/19/2018,10,6,ETFE-Folie,96,ohne,mit,117,22,4,7,0,0,0,160,312,95,0,0
