date,time,greenhouse,roof,plant_no,grafting,salt_stress,shoot_length,no_leaves,no_flowers,no_green_fruit,no_red_fruit,no_infected,no_fruit,weight_shoot,weight_leaves,weight_green_fruit,weight_red_fruit,weight_infected
10/8/2018,4,3,ETFE-Folie,42,grafted,stress,105,16,5,0,0,6,0,NA,NA,NA,NA,NA
10/8/2018,4,3,ETFE-Folie,43,grafted,stress,120,19,4,0,0,2,0,NA,NA,NA,NA,NA
10/8/2018,4,3,ETFE-Folie,44,grafted,stress,93,17,4,0,0,7,0,NA,NA,NA,NA,NA
10/8/2018,4,3,ETFE-Folie,45,without,stress,106,19,5,3,0,7,0,NA,NA,NA,NA,NA
10/8/2018,4,3,ETFE-Folie,46,without,stress,112,18,5,6,0,0,0,NA,NA,NA,NA,NA
10/8/2018,4,3,ETFE-Folie,47,without,stress,100,18,4,3,0,0,0,NA,NA,NA,NA,NA
10/8/2018,4,3,ETFE-Folie,48,without,stress,112,19,5,6,0,1,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,49,without,without,110,19,4,3,0,5,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,50,without,without,100,19,5,8,0,2,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,51,without,without,100,18,4,0,0,2,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,52,without,without,95,17,3,2,0,5,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,53,grafted,without,95,15,2,0,0,6,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,54,grafted,without,100,17,4,0,0,1,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,55,grafted,without,97,16,4,0,0,3,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,56,grafted,without,95,16,4,1,0,12,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,57,grafted,stress,90,17,3,1,0,7,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,58,grafted,stress,87,17,3,0,0,7,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,59,grafted,stress,100,17,5,0,0,2,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,60,grafted,stress,87,16,4,0,0,7,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,61,without,stress,94,17,4,1,0,7,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,62,without,stress,110,18,5,2,0,3,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,63,without,stress,105,18,5,2,0,1,0,NA,NA,NA,NA,NA
10/8/2018,4,4,Floatglas,64,without,stress,96,19,4,2,0,4,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,65,without,without,87,17,3,0,0,0,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,66,without,without,97,18,3,0,0,5,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,67,without,without,95,18,4,1,0,5,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,68,without,without,100,19,4,0,0,1,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,69,grafted,without,106,20,3,2,0,8,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,70,grafted,without,110,18,4,2,0,0,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,71,grafted,without,105,19,4,2,0,6,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,72,grafted,without,93,17,3,0,0,1,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,73,grafted,stress,86,19,5,2,0,9,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,74,grafted,stress,85,15,3,0,0,5,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,75,grafted,stress,98,20,5,1,0,6,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,76,grafted,stress,90,15,4,0,0,4,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,77,without,stress,90,19,4,1,0,9,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,78,without,stress,90,16,3,1,0,6,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,79,without,stress,105,19,4,2,0,5,0,NA,NA,NA,NA,NA
10/8/2018,4,5,Solarglas,80,without,stress,107,18,4,2,0,8,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,81,without,without,106,19,5,3,0,0,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,82,without,without,110,19,4,3,0,1,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,83,without,without,104,19,5,3,0,1,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,84,without,without,98,18,3,4,0,0,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,85,grafted,without,86,20,4,0,0,6,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,86,grafted,without,91,16,3,0,0,0,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,87,grafted,without,96,18,4,0,0,5,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,88,grafted,without,96,17,4,1,0,1,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,89,grafted,stress,100,19,4,0,0,2,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,90,grafted,stress,95,17,3,0,0,8,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,91,grafted,stress,95,17,4,0,0,8,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,92,grafted,stress,92,17,3,0,0,4,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,93,without,stress,107,20,3,2,0,9,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,94,without,stress,96,18,4,1,0,4,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,95,without,stress,115,18,5,3,0,4,0,NA,NA,NA,NA,NA
10/8/2018,4,6,ETFE-Folie,96,without,stress,107,18,4,3,0,8,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,1,without,without,120,20,5,7,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,2,without,without,119,23,6,6,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,3,without,without,117,20,4,0,0,1,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,4,without,without,122,20,5,4,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,5,grafted,without,107,19,5,0,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,6,grafted,without,108,21,4,1,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,7,grafted,without,109,21,5,2,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,8,grafted,without,110,22,4,1,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,9,grafted,stress,108,19,4,2,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,10,grafted,stress,110,18,4,1,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,11,grafted,stress,113,22,4,1,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,12,grafted,stress,109,19,4,0,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,13,without,stress,103,18,4,1,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,14,without,stress,95,20,5,8,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,15,without,stress,117,19,5,4,0,1,0,NA,NA,NA,NA,NA
10/15/2018,5,1,Floatglas,16,without,stress,128,20,6,6,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,17,without,without,114,24,5,8,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,18,without,without,118,22,5,4,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,19,without,without,125,24,6,9,0,1,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,20,without,without,111,22,4,8,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,21,grafted,without,105,24,5,2,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,22,grafted,without,125,20,6,5,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,23,grafted,without,119,22,4,3,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,24,grafted,without,109,23,7,8,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,25,grafted,stress,108,23,4,3,0,1,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,26,grafted,stress,102,21,5,4,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,27,grafted,stress,115,22,4,3,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,28,grafted,stress,105,23,5,9,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,29,without,stress,115,24,4,7,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,30,without,stress,117,19,6,7,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,31,without,stress,124,25,5,7,0,1,0,NA,NA,NA,NA,NA
10/15/2018,5,2,Solarglas,32,without,stress,125,20,5,8,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,33,without,without,118,23,3,10,0,8,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,34,without,without,121,24,3,12,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,35,without,without,120,23,7,10,0,8,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,36,without,without,121,30,7,8,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,37,grafted,without,109,23,5,12,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,38,grafted,without,97,21,6,3,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,39,grafted,without,87,23,5,12,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,40,grafted,without,105,24,6,7,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,41,grafted,stress,100,21,4,9,0,0,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,42,grafted,stress,105,23,3,6,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,43,grafted,stress,117,23,5,13,0,1,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,44,grafted,stress,104,22,4,4,0,0,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,45,without,stress,107,23,5,12,0,0,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,46,without,stress,116,22,3,9,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,47,without,stress,104,23,5,9,0,10,0,NA,NA,NA,NA,NA
10/15/2018,5,3,ETFE-Folie,48,without,stress,120,22,6,9,0,7,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,49,without,without,120,21,5,6,0,7,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,50,without,without,100,29,6,9,0,7,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,51,without,without,120,23,5,3,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,52,without,without,110,21,5,9,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,53,grafted,without,107,17,3,3,0,8,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,54,grafted,without,109,21,4,2,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,55,grafted,without,102,28,4,3,0,14,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,56,grafted,without,103,27,3,5,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,57,grafted,stress,95,27,3,3,0,0,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,58,grafted,stress,100,28,3,1,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,59,grafted,stress,102,28,3,0,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,60,grafted,stress,90,27,3,1,0,0,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,61,without,stress,98,29,4,7,0,0,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,62,without,stress,110,28,4,3,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,63,without,stress,110,30,5,2,0,12,0,NA,NA,NA,NA,NA
10/15/2018,5,4,Floatglas,64,without,stress,100,32,4,4,0,7,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,65,without,without,104,21,3,3,0,8,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,66,without,without,112,21,4,8,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,67,without,without,104,22,5,7,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,68,without,without,107,23,5,9,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,69,grafted,without,112,23,4,7,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,70,grafted,without,120,22,4,7,0,7,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,71,grafted,without,113,22,4,6,0,0,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,72,grafted,without,108,21,4,7,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,73,grafted,stress,92,25,4,3,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,74,grafted,stress,92,17,3,2,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,75,grafted,stress,106,25,6,4,0,3,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,76,grafted,stress,78,15,4,4,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,77,without,stress,84,21,5,9,0,8,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,78,without,stress,89,21,3,6,0,8,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,79,without,stress,100,22,4,8,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,5,Solarglas,80,without,stress,103,20,5,12,0,8,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,81,without,without,122,23,5,19,0,7,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,82,without,without,126,22,4,14,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,83,without,without,125,23,7,21,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,84,without,without,112,23,4,22,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,85,grafted,without,109,24,4,12,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,86,grafted,without,118,20,3,5,0,7,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,87,grafted,without,116,21,5,13,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,88,grafted,without,115,20,4,12,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,89,grafted,stress,102,21,3,5,0,1,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,90,grafted,stress,102,20,3,2,0,0,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,91,grafted,stress,110,20,4,4,0,6,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,92,grafted,stress,100,21,5,1,0,4,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,93,without,stress,121,21,5,5,0,7,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,94,without,stress,112,23,5,7,0,5,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,95,without,stress,120,21,4,9,0,2,0,NA,NA,NA,NA,NA
10/15/2018,5,6,ETFE-Folie,96,without,stress,117,24,3,5,0,6,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,1,without,without,135,23,6,16,4,4,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,2,without,without,129,24,7,12,5,10,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,3,without,without,130,22,6,8,1,1,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,4,without,without,141,22,6,6,7,7,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,5,grafted,without,122,21,6,4,1,8,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,6,grafted,without,129,22,5,10,3,11,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,7,grafted,without,126,22,6,8,2,11,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,8,grafted,without,129,23,7,7,7,15,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,9,grafted,stress,125,22,6,11,4,7,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,10,grafted,stress,123,21,5,4,0,2,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,11,grafted,stress,135,21,6,6,0,8,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,12,grafted,stress,130,21,7,4,0,5,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,13,without,stress,116,20,5,5,0,4,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,14,without,stress,118,22,5,11,0,11,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,15,without,stress,126,20,5,5,0,2,0,NA,NA,NA,NA,NA
10/22/2018,6,1,Floatglas,16,without,stress,147,21,6,9,0,12,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,17,without,without,132,25,5,18,2,6,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,18,without,without,136,24,5,11,3,12,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,19,without,without,140,27,6,20,0,1,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,20,without,without,130,23,4,11,5,5,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,21,grafted,without,124,22,5,11,1,9,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,22,grafted,without,143,25,6,11,1,12,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,23,grafted,without,138,24,5,8,0,6,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,24,grafted,without,129,24,3,4,5,16,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,25,grafted,stress,110,24,5,15,4,7,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,26,grafted,stress,110,26,4,8,0,2,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,27,grafted,stress,134,24,5,11,0,8,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,28,grafted,stress,122,22,4,9,0,5,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,29,without,stress,113,26,5,10,0,4,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,30,without,stress,113,23,4,6,0,11,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,31,without,stress,141,26,5,15,0,2,0,NA,NA,NA,NA,NA
10/22/2018,6,2,Solarglas,32,without,stress,132,24,5,16,0,12,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,33,without,without,133,25,5,17,0,9,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,34,without,without,132,20,5,18,0,7,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,35,without,without,135,19,7,22,0,8,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,36,without,without,135,22,5,13,2,6,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,37,grafted,without,125,25,6,15,0,16,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,38,grafted,without,84,15,5,5,0,10,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,39,grafted,without,132,26,4,10,0,12,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,40,grafted,without,107,17,6,6,1,8,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,41,grafted,stress,122,25,5,13,4,0,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,42,grafted,stress,120,23,4,4,0,5,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,43,grafted,stress,123,23,5,8,2,3,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,44,grafted,stress,111,25,6,6,0,0,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,45,without,stress,113,24,6,12,3,0,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,46,without,stress,117,22,5,9,0,4,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,47,without,stress,106,17,2,6,2,10,0,NA,NA,NA,NA,NA
10/22/2018,6,3,ETFE-Folie,48,without,stress,130,21,3,11,0,10,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,49,without,without,146,23,7,25,0,7,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,50,without,without,136,26,6,17,3,9,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,51,without,without,145,22,5,13,1,8,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,52,without,without,133,20,6,13,3,6,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,53,grafted,without,131,20,4,7,3,15,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,54,grafted,without,136,21,5,9,1,10,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,55,grafted,without,103,17,4,9,0,12,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,56,grafted,without,129,20,5,16,2,9,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,57,grafted,stress,89,16,2,9,1,0,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,58,grafted,stress,121,22,5,8,0,9,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,59,grafted,stress,110,20,6,7,2,8,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,60,grafted,stress,94,19,4,7,0,0,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,61,without,stress,100,19,4,7,0,0,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,62,without,stress,118,21,5,6,4,4,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,63,without,stress,111,22,4,4,1,8,0,NA,NA,NA,NA,NA
10/22/2018,6,4,Floatglas,64,without,stress,100,21,3,5,2,7,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,65,without,without,124,22,4,8,0,16,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,66,without,without,123,22,4,12,0,11,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,67,without,without,118,24,5,16,0,11,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,68,without,without,114,23,6,14,0,9,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,69,grafted,without,127,29,6,13,0,3,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,70,grafted,without,124,23,5,14,0,9,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,71,grafted,without,110,22,5,11,0,10,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,72,grafted,without,110,21,3,8,0,7,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,73,grafted,stress,100,23,5,7,0,4,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,74,grafted,stress,96,17,3,4,0,2,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,75,grafted,stress,110,25,6,9,1,11,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,76,grafted,stress,77,15,4,2,0,7,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,77,without,stress,70,18,6,9,1,10,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,78,without,stress,85,19,3,6,0,10,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,79,without,stress,92,19,3,8,0,6,0,NA,NA,NA,NA,NA
10/22/2018,6,5,Solarglas,80,without,stress,98,19,4,13,0,9,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,81,without,without,140,25,7,21,1,9,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,82,without,without,144,26,5,16,0,8,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,83,without,without,138,23,6,26,0,9,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,84,without,without,124,23,5,17,0,8,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,85,grafted,without,124,27,4,11,0,1,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,86,grafted,without,134,23,4,6,0,8,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,87,grafted,without,133,25,4,10,0,7,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,88,grafted,without,131,22,12,12,0,6,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,89,grafted,stress,116,24,5,0,0,2,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,90,grafted,stress,99,19,6,1,0,2,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,91,grafted,stress,113,21,5,4,1,9,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,92,grafted,stress,102,22,4,0,0,8,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,93,without,stress,125,24,6,4,1,10,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,94,without,stress,109,23,5,7,0,10,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,95,without,stress,122,20,6,6,0,6,0,NA,NA,NA,NA,NA
10/22/2018,6,6,ETFE-Folie,96,without,stress,116,23,5,5,0,9,0,NA,NA,NA,NA,NA
10/29/2018,7,1,Floatglas,1,without,without,145,22,6,17,1,0,0,NA,NA,NA,NA,NA
10/29/2018,7,1,Floatglas,2,without,without,136,23,7,14,6,4,3,NA,NA,NA,NA,NA
10/29/2018,7,1,Floatglas,3,without,without,140,22,6,14,3,3,1,NA,NA,NA,NA,NA
10/29/2018,7,1,Floatglas,4,without,without,156,21,6,21,7,5,3,NA,NA,NA,NA,NA
10/29/2018,7,1,Floatglas,5,grafted,without,141,22,6,16,1,4,0,NA,NA,NA,NA,NA
10/29/2018,7,1,Floatglas,6,grafted,without,136,19,5,19,2,4,2,NA,NA,NA,NA,NA
10/29/2018,7,1,Floatglas,7,grafted,without,135,20,6,19,4,6,3,NA,NA,NA,NA,NA
