date,time,greenhouse,roof,plant_no,grafting,salt_stress,shoot_length,no_leaves,no_flowers,no_green_fruit,no_red_fruit,no_infected,no_fruit,weight_shoot,weight_leaves,weight_green_fruit,weight_red_fruit,weight_infected
11/19/2018,10,5,Solarglas,69,grafted,without,185,26,6,45,0,0,0,424,1459,1132,0,0
11/19/2018,10,5,Solarglas,70,grafted,without,191,31,8,49,0,0,0,423,1506,1113,0,107
11/19/2018,10,5,Solarglas,71,grafted,without,127,22,5,53,0,1,0,432,1097,990,0,0
11/19/2018,10,5,Solarglas,72,grafted,without,175,25,7,45,0,0,0,368,1327,1049,0,70
11/19/2018,10,5,Solarglas,73,grafted,stress,120,26,6,38,0,0,0,235,680,623,0,0
11/19/2018,10,5,Solarglas,74,grafted,stress,114,20,4,26,0,1,0,293,1017,431,0,56
11/19/2018,10,5,Solarglas,75,grafted,stress,120,24,7,29,0,2,0,235,788,443,0,116
11/19/2018,10,5,Solarglas,76,grafted,stress,85,13,4,24,0,4,0,230,1032,419,0,130
11/19/2018,10,5,Solarglas,78,without,stress,107,17,5,18,0,0,0,185,734,301,0,0
11/19/2018,10,5,Solarglas,80,without,stress,106,21,5,16,1,1,0,126,412,223,26,38
11/19/2018,10,6,ETFE-Folie,82,without,without,190,28,7,44,0,0,0,439,1423,1105,0,0
11/19/2018,10,6,ETFE-Folie,84,without,without,175,28,6,49,5,0,0,394,1338,1165,312,0
11/19/2018,10,6,ETFE-Folie,85,grafted,without,165,30,6,24,0,0,0,296,600,981,0,0
11/19/2018,10,6,ETFE-Folie,86,grafted,without,181,31,8,54,0,2,0,495,1607,800,0,0
11/19/2018,10,6,ETFE-Folie,87,grafted,without,159,21,6,40,0,0,0,400,1435,880,0,0
11/19/2018,10,6,ETFE-Folie,88,grafted,without,172,26,7,54,3,1,0,500,1514,1052,133,0
11/19/2018,10,6,ETFE-Folie,89,grafted,stress,104,27,4,27,0,2,0,201,497,136,0,0
11/19/2018,10,6,ETFE-Folie,90,grafted,stress,105,23,4,2,0,0,0,191,388,55,0,0
11/19/2018,10,6,ETFE-Folie,91,grafted,stress,112,22,5,12,0,0,0,197,431,121,0,0
11/19/2018,10,6,ETFE-Folie,92,grafted,stress,114,24,5,11,0,2,0,191,512,113,0,0
11/19/2018,10,6,ETFE-Folie,94,without,stress,117,21,5,20,0,0,0,193,835,365,0,0
11/19/2018,10,6,ETFE-Folie,96,without,stress,117,22,4,7,0,0,0,160,312,95,0,0
